,loss,f1_metric,accuracy,val_loss,val_f1_metric,val_accuracy
0,1.2289060354232788,0.6519390940666199,0.6555984616279602,0.7514621615409851,0.7818946838378906,0.7763615250587463
1,0.7919748425483704,0.7260801196098328,0.7289575338363647,0.553102433681488,0.8104963898658752,0.7983777523040771
2,0.6833197474479675,0.752190351486206,0.7513513565063477,0.49159741401672363,0.828403890132904,0.8285052180290222
3,0.6315292716026306,0.766466498374939,0.7656370401382446,0.47594499588012695,0.8135837316513062,0.8122827410697937
4,0.627322256565094,0.7718134522438049,0.7737451791763306,0.47412124276161194,0.8354116082191467,0.8377752304077148
5,0.5465037226676941,0.7932235598564148,0.7911196947097778,0.4997260868549347,0.8105723857879639,0.8169177174568176
6,0.5179898142814636,0.8084227442741394,0.8135135173797607,0.4728124737739563,0.8220447897911072,0.8227114677429199
7,0.5148227214813232,0.8101323843002319,0.8135135173797607,0.48396727442741394,0.8255018591880798,0.8285052180290222
8,0.5154281258583069,0.8020226955413818,0.8030887842178345,0.5113409757614136,0.8205812573432922,0.815759003162384
9,0.5022156238555908,0.8212382793426514,0.8243243098258972,0.45500248670578003,0.8437387347221375,0.8458864688873291
10,0.4599355459213257,0.8308793902397156,0.8347490429878235,0.4490903615951538,0.8365803360939026,0.8354576826095581
11,0.47540706396102905,0.825021505355835,0.8281853199005127,0.4418342709541321,0.8429364562034607,0.8377752304077148
12,0.46887269616127014,0.8388783931732178,0.8335907459259033,0.4487015902996063,0.8146751523017883,0.8389339447021484
13,0.4409366250038147,0.8367595672607422,0.8420849442481995,0.44551944732666016,0.8342431783676147,0.8366164565086365
14,0.475012868642807,0.8297505974769592,0.8320463299751282,0.4525321125984192,0.8380968570709229,0.8377752304077148
